enterpriseId,Category,Topic Name,Lesson Number,Questions,quizId,Quiz Name,Code,ExpiryDate,Level,Target Audience,QuizTimeLimit,question,options,question_type,answer
289,English Grammer,Vocabulary (Cloze Passages),L1,20 QUESTIONS,1,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""In the following passage some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. If we accept the aim of education as the harmonious development of human personality, we observe that examinations fail to (11) ______ this development accurately. They neither take a (12) ______of one's physical and spiritual development (13) ________ even of one's intelligence. All they can claim (14)  _______ is to test one's (15) _________ or one's capacity for cramming. Select the most appropriate option to fill in blank No.1"",""url"":""""}","[{""type"":""TEXT"",""option"":""accept""},{""type"":""TEXT"",""option"":""except""},{""type"":""TEXT"",""option"":""assess""},{""type"":""TEXT"",""option"":""excess""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""assess"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,20 QUESTIONS,1,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""In the following passage some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. If we accept the aim of education as the harmonious development of human personality, we observe that examinations fail to (11) ______ this development accurately. They neither take a (12) ______of one's physical and spiritual development (13) ________ even of one's intelligence.  All they can claim (14)  _______ is to test one's (15) _________ or one's capacity for cramming. Select the most appropriate option to fill in blank No.2"",""url"":""""}","[{""type"":""TEXT"",""option"":""quote""},{""type"":""TEXT"",""option"":""magnitude""},{""type"":""TEXT"",""option"":""scope""},{""type"":""TEXT"",""option"":""measure""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""measure"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,20 QUESTIONS,1,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""In the following passage some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. If we accept the aim of education as the harmonious development of human personality, we observe that examinations fail to (11) ______ this development accurately. They neither take a (12) ______of one's physical and spiritual development (13) ________ even of one's intelligence.  All they can claim (14)  _______ is to test one's (15) _________ or one's capacity for cramming. Select the most appropriate option to fill in blank No.3"",""url"":""""}","[{""type"":""TEXT"",""option"":""nor""},{""type"":""TEXT"",""option"":""not""},{""type"":""TEXT"",""option"":""and""},{""type"":""TEXT"",""option"":""or""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""nor"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,20 QUESTIONS,1,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""In the following passage some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. If we accept the aim of education as the harmonious development of human personality, we observe that examinations fail to (11) ______ this development accurately. They neither take a (12) ______of one's physical and spiritual development (13) ________ even of one's intelligence. All they can claim (14)  _______ is to test one's (15) _________ or one's capacity for cramming. Select the most appropriate option to fill in blank No.4"",""url"":""""}","[{""type"":""TEXT"",""option"":""for doing""},{""type"":""TEXT"",""option"":""to do""},{""type"":""TEXT"",""option"":""to be done""},{""type"":""TEXT"",""option"":""to be doing""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""to do"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,20 QUESTIONS,1,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""In the following passage some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. If we accept the aim of education as the harmonious development of human personality, we observe that examinations fail to (11) ______ this development accurately. They neither take a (12) ______of one's physical and spiritual development (13) ________ even of one's intelligence. All they can claim (14)  _______ is to test one's (15) _________ or one's capacity for cramming. Select the most appropriate option to fill in blank No.5"",""url"":""""}","[{""type"":""TEXT"",""option"":""memory""},{""type"":""TEXT"",""option"":""memorable""},{""type"":""TEXT"",""option"":""memories""},{""type"":""TEXT"",""option"":""memorial""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""memory"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,20 QUESTIONS,1,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Read the given passage and ﬁll in the blanks with the most appropriate options. The refugees coming by boat to Italy have already set a record this year. The surge (16) _______ partly from the civil war in Syria, which has forced 3 million people to (17) _________ their homeland. Europe, peaceful, aﬄuent and comparatively close- is a preferred (18) _______. It's where the desperate meets the developed. Often with the aid (19) ______ reckless human. Traffickers, refugees attempt to cross the waters in rubber dinghies that can (20) _____, plunging the occupants into the sea. Select the most appropriate option to ﬁll in blank No.1 "",""url"":""""}","[{""type"":""TEXT"",""option"":""has resulted""},{""type"":""TEXT"",""option"":""have resulted""},{""type"":""TEXT"",""option"":""is resulted""},{""type"":""TEXT"",""option"":""is resulting""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""has resulted"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,20 QUESTIONS,1,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Read the given passage and ﬁll in the blanks with the most appropriate options. The refugees coming by boat to Italy have already set a record this year. The surge (16) _______ partly from the civil war in Syria, which has forced 3 million people to (17) _________ their homeland. Europe, peaceful, aﬄuent and comparatively close- is a preferred (18) _______. It's where the desperate meets the developed. Often with the aid (19) ______ reckless human. Traffickers, refugees attempt to cross the waters in rubber dinghies that can (20) _____, plunging the occupants into the sea. Select the most appropriate option to ﬁll in blank No.2"",""url"":""""}","[{""type"":""TEXT"",""option"":""fly""},{""type"":""TEXT"",""option"":""flee""},{""type"":""TEXT"",""option"":""fleet""},{""type"":""TEXT"",""option"":""fled""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""flee"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,20 QUESTIONS,1,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Read the given passage and ﬁll in the blanks with the most appropriate options. The refugees coming by boat to Italy have already set a record this year. The surge (16) _______ partly from the civil war in Syria, which has forced 3 million people to (17) _________ their homeland. Europe, peaceful, aﬄuent and comparatively close- is a preferred (18) _______. It's where the desperate meets the developed. Often with the aid (19) ______ reckless human. Traffickers, refugees attempt to cross the waters in rubber dinghies that can (20) _____, plunging the occupants into the sea. Select the most appropriate option to ﬁll in blank No.3 "",""url"":""""}","[{""type"":""TEXT"",""option"":""purpose""},{""type"":""TEXT"",""option"":""destination""},{""type"":""TEXT"",""option"":""objective""},{""type"":""TEXT"",""option"":""target""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""destination"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,20 QUESTIONS,1,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Read the given passage and ﬁll in the blanks with the most appropriate options. The refugees coming by boat to Italy have already set a record this year. The surge (16) _______ partly from the civil war in Syria, which has forced 3 million people to (17) _________ their homeland. Europe, peaceful, aﬄuent and comparatively close- is a preferred (18) _______. It's where the desperate meets the developed. Often with the aid (19) ______ reckless human. Traffickers, refugees attempt to cross the waters in rubber dinghies that can (20) _____, plunging the occupants into the sea. Select the most appropriate option to ﬁll in blank No.4 "",""url"":""""}","[{""type"":""TEXT"",""option"":""by""},{""type"":""TEXT"",""option"":""for""},{""type"":""TEXT"",""option"":""of""},{""type"":""TEXT"",""option"":""on""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""of"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,20 QUESTIONS,1,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Read the given passage and ﬁll in the blanks with the most appropriate options. The refugees coming by boat to Italy have already set a record this year. The surge (16) _______ partly from the civil war in Syria,  which has forced 3 million people to (17) _________ their homeland. Europe, peaceful, aﬄuent and comparatively close- is a preferred (18) _______. It's where the desperate meets the developed. Often with the aid (19) ______ reckless human. Traffickers, refugees attempt to cross the waters in rubber dinghies that can (20) _____, plunging the occupants into the sea. Select the most appropriate option to ﬁll in blank No.5 "",""url"":""""}","[{""type"":""TEXT"",""option"":""renege""},{""type"":""TEXT"",""option"":""inverse""},{""type"":""TEXT"",""option"":""convert""},{""type"":""TEXT"",""option"":""capsize""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""capsize"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,20 QUESTIONS,2,Verbs Quiz,,09-11-2023,BASIC,All Users,01:00:00,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. Politics is a topic much _________everywhere in the country now-a-day."",""url"":""""}","[{""type"":""TEXT"",""option"":""talked about""},{""type"":""TEXT"",""option"":""argued""},{""type"":""TEXT"",""option"":""talked""},{""type"":""TEXT"",""option"":""talked down""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""talked about"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,20 QUESTIONS,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. The committee has____________ the parents children be taught drawing."",""url"":""""}","[{""type"":""TEXT"",""option"":""orderd""},{""type"":""TEXT"",""option"":""told""},{""type"":""TEXT"",""option"":""urged""},{""type"":""TEXT"",""option"":""instructed""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""urged"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,20 QUESTIONS,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. I am sure that you will soon___________ to this environment."",""url"":""""}","[{""type"":""TEXT"",""option"":""get used""},{""type"":""TEXT"",""option"":""agreed""},{""type"":""TEXT"",""option"":""be habituated""},{""type"":""TEXT"",""option"":""allowed""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""get used"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,20 QUESTIONS,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. Nobody will be ___________ to enter unless he has an entry pass."",""url"":""""}","[{""type"":""TEXT"",""option"":""accepted""},{""type"":""TEXT"",""option"":""agreed""},{""type"":""TEXT"",""option"":""be habituateed""},{""type"":""TEXT"",""option"":""allowed""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""allowed"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,20 QUESTIONS,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. I ________ him from taking unnecessary loans."",""url"":""""}","[{""type"":""TEXT"",""option"":""distinguished""},{""type"":""TEXT"",""option"":""dissuaded""},{""type"":""TEXT"",""option"":""diverted""},{""type"":""TEXT"",""option"":""dissented""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""dissuaded"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,20 QUESTIONS,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. Before you_______ a new venture, think carefully of the consequences. "",""url"":""""}","[{""type"":""TEXT"",""option"":""encroached up on""},{""type"":""TEXT"",""option"":""engaged in""},{""type"":""TEXT"",""option"":""embark on""},{""type"":""TEXT"",""option"":""expose to""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""embark on"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,20 QUESTIONS,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. Sixty miles______ a very long distance to drive."",""url"":""""}","[{""type"":""TEXT"",""option"":""are""},{""type"":""TEXT"",""option"":""were""},{""type"":""TEXT"",""option"":""is""},{""type"":""TEXT"",""option"":""has been""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""is"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,20 QUESTIONS,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. He _________ his studies. "",""url"":""""}","[{""type"":""TEXT"",""option"":""has left""},{""type"":""TEXT"",""option"":""is learning""},{""type"":""TEXT"",""option"":""desert""},{""type"":""TEXT"",""option"":""has discontinued""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""has discontinued"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,20 QUESTIONS,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. If you _________ this picture on the front wall, it would look good."",""url"":""""}","[{""type"":""TEXT"",""option"":""hang""},{""type"":""TEXT"",""option"":""hanged""},{""type"":""TEXT"",""option"":""cling""},{""type"":""TEXT"",""option"":""keep""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""hang"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,20 QUESTIONS,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. This big book ___________30 chapters."",""url"":""""}","[{""type"":""TEXT"",""option"":""is comprising of""},{""type"":""TEXT"",""option"":""consists""},{""type"":""TEXT"",""option"":""comprises of""},{""type"":""TEXT"",""option"":""comprises""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""comprises"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,20 QUESTIONS,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. In case she fails this exam, she is prepared to_______ the next one."",""url"":""""}","[{""type"":""TEXT"",""option"":""face""},{""type"":""TEXT"",""option"":""give""},{""type"":""TEXT"",""option"":""take""},{""type"":""TEXT"",""option"":""appear""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""take"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,20 QUESTIONS,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. Last month in Hyderabad, a pick-pocket________ my pocket. "",""url"":""""}","[{""type"":""TEXT"",""option"":""cut""},{""type"":""TEXT"",""option"":""picked""},{""type"":""TEXT"",""option"":""has cut""},{""type"":""TEXT"",""option"":""has picked""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""picked"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,20 QUESTIONS,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. We hope that they _______ good health. "",""url"":""""}","[{""type"":""TEXT"",""option"":""kept""},{""type"":""TEXT"",""option"":""are enjoying""},{""type"":""TEXT"",""option"":""see""},{""type"":""TEXT"",""option"":""indulge""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""are enjoying"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,20 QUESTIONS,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. I ________him to leave the room. "",""url"":""""}","[{""type"":""TEXT"",""option"":""ordered""},{""type"":""TEXT"",""option"":""order""},{""type"":""TEXT"",""option"":""told to""},{""type"":""TEXT"",""option"":""said to""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""ordered"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,20 QUESTIONS,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. Those who____________ the advice of the parents, elders and teachers, will be successful in life. "",""url"":""""}","[{""type"":""TEXT"",""option"":""hear""},{""type"":""TEXT"",""option"":""hear to""},{""type"":""TEXT"",""option"":""follow""},{""type"":""TEXT"",""option"":""listen""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""follow"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,20 QUESTIONS,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. Since last January, they have been managing to _____well with their neighbors."",""url"":""""}","[{""type"":""TEXT"",""option"":""get along""},{""type"":""TEXT"",""option"":""pull on""},{""type"":""TEXT"",""option"":""pull off""},{""type"":""TEXT"",""option"":""pull about""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""get along"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,20 QUESTIONS,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. It is man's base instinct to________ quarrels."",""url"":""""}","[{""type"":""TEXT"",""option"":""pick""},{""type"":""TEXT"",""option"":""pick up""},{""type"":""TEXT"",""option"":""find""},{""type"":""TEXT"",""option"":""find out""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""pick"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,20 QUESTIONS,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. Ships _______passengers safely, though far slower than aeroplanes."",""url"":""""}","[{""type"":""TEXT"",""option"":""carry forth""},{""type"":""TEXT"",""option"":""carry out""},{""type"":""TEXT"",""option"":""carry on""},{""type"":""TEXT"",""option"":""carry""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""carry"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,20 QUESTIONS,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. She is _______with fever. "",""url"":""""}","[{""type"":""TEXT"",""option"":""laid down""},{""type"":""TEXT"",""option"":""laid up""},{""type"":""TEXT"",""option"":""laid out""},{""type"":""TEXT"",""option"":""laid up on""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""laid up"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,20 QUESTIONS,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. I _________ a strange dream. "",""url"":""""}","[{""type"":""TEXT"",""option"":""had""},{""type"":""TEXT"",""option"":""saw""},{""type"":""TEXT"",""option"":""watched""},{""type"":""TEXT"",""option"":""observed""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""had"",""type"":""TEXT""}]}"
289,English Grammer,Adjectives,L3,20 QUESTIONS,3,Adjectives Quiz,,09-11-2023,BASIC,All Users,01:00:00,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with suitable Adjectives. The pleasures of the world are ___________ as they are not permanent."",""url"":""""}","[{""type"":""TEXT"",""option"":""tangible""},{""type"":""TEXT"",""option"":""existent""},{""type"":""TEXT"",""option"":""illusory""},{""type"":""TEXT"",""option"":""corporeal""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""illusory"",""type"":""TEXT""}]}"
289,English Grammer,Adjectives,L3,20 QUESTIONS,3,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with suitable Adjectives. In spite of their busy schedule , some people are always ____________to help the needy."",""url"":""""}","[{""type"":""TEXT"",""option"":""reluctant""},{""type"":""TEXT"",""option"":""shrewd""},{""type"":""TEXT"",""option"":""hesitant""},{""type"":""TEXT"",""option"":""inclined""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""inclined"",""type"":""TEXT""}]}"
289,English Grammer,Adjectives,L3,20 QUESTIONS,3,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with suitable Adjectives. This is ____________________ of the two books on personality development."",""url"":""""}","[{""type"":""TEXT"",""option"":""the best""},{""type"":""TEXT"",""option"":""the better""},{""type"":""TEXT"",""option"":""better""},{""type"":""TEXT"",""option"":""best""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""the better"",""type"":""TEXT""}]}"
