enterpriseId,Category,Topic Name,Lesson Number,Questions,quizId,Quiz Name,Code,ExpiryDate,Level,Target Audience,QuizTimeLimit,question,options,question_type,answer
289,English Grammer,Vocabulary (Cloze Passages),L1,30 Questions,1,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""In the following passage some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. Central Park Tower has just become the tallest residential building in the world. The views (1) ______ this building is amazing. The (2) _____of apartments in this skyscraper are (3) ______ as the sky. The cheapest apartment (4) ______ at $ 6.7 million, and the most (5) ______ ﬁve -bedroom apartment costs $63 million. Select the most appropriate option to ﬁll in blank No.1."",""url"":""""}","[{""type"":""TEXT"",""option"":""above""},{""type"":""TEXT"",""option"":""up""},{""type"":""TEXT"",""option"":""from""},{""type"":""TEXT"",""option"":""on""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""from"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,30 Questions,1,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""In the following passage some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. Central Park Tower has just become the tallest residential building in the world. The views (1) ______ this building is amazing. The (2) _____of apartments in this skyscraper are (3) ______ as the sky. The cheapest apartment (4) ______ at $ 6.7 million, and the most (5) ______ ﬁve -bedroom apartment costs $63 million. Select the most appropriate option to ﬁll in blank No.2."",""url"":""""}","[{""type"":""TEXT"",""option"":""prices""},{""type"":""TEXT"",""option"":""bills""},{""type"":""TEXT"",""option"":""amounts""},{""type"":""TEXT"",""option"":""values""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""prices"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,30 Questions,1,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""In the following passage some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. Central Park Tower has just become the tallest residential building in the world. The views (1) ______ this building is amazing. The (2) _____of apartments in this skyscraper are (3) ______ as the sky. The cheapest apartment (4) ______ at $ 6.7 million, and the most (5) ______ ﬁve -bedroom apartment costs $63 million. Select the most appropriate option to ﬁll in blank No.3."",""url"":""""}","[{""type"":""TEXT"",""option"":""as high""},{""type"":""TEXT"",""option"":""high""},{""type"":""TEXT"",""option"":""higher""},{""type"":""TEXT"",""option"":""highest""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""higher"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,30 Questions,1,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""In the following passage some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. Central Park Tower has just become the tallest residential building in the world. The views (1) ______ this building is amazing. The (2) _____of apartments in this skyscraper are (3) ______ as the sky. The cheapest apartment (4) ______ at $ 6.7 million, and the most (5) ______ ﬁve -bedroom apartment costs $63 million. Select the most appropriate option to ﬁll in blank No.4."",""url"":""""}","[{""type"":""TEXT"",""option"":""start""},{""type"":""TEXT"",""option"":""started""},{""type"":""TEXT"",""option"":""starts""},{""type"":""TEXT"",""option"":""is starting""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""starts"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,30 Questions,1,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""In the following passage some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. Central Park Tower has just become the tallest residential building in the world. The views (1) ______ this building is amazing. The (2) _____of apartments in this skyscraper are (3) ______ as the sky. The cheapest apartment (4) ______ at $ 6.7 million, and the most (5) ______ ﬁve -bedroom apartment costs $63 million. Select the most appropriate option to ﬁll in blank No.5."",""url"":""""}","[{""type"":""TEXT"",""option"":""extreme""},{""type"":""TEXT"",""option"":""economical""},{""type"":""TEXT"",""option"":"" expensive""},{""type"":""TEXT"",""option"":""excessive\r\n""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":"" expensive"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,30 Questions,1,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""In the following passage some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. After coffee had been served in different-sized cups and mugs, the chief rose (1) _____his place at the head of the table (2) _____a speech of welcome, (3) _____ Aziz translated. Scott made a short (4) _____, which was applauded even before Aziz had been given the (5) ______to interpret what he had said. Select the most appropriate option to fill in blank No.1."",""url"":""""}","[{""type"":""TEXT"",""option"":""into""},{""type"":""TEXT"",""option"":""on""},{""type"":""TEXT"",""option"":""from""},{""type"":""TEXT"",""option"":""to""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""from"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,30 Questions,1,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""In the following passage some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. After coffee had been served in different-sized cups and mugs, the chief rose (1) _____his place at the head of the table (2) _____a speech of welcome, (3) _____ Aziz translated. Scott made a short (4) _____, which was applauded even before Aziz had been given the (5) ______to interpret what he had said. Select the most appropriate option to fill in blank No.2."",""url"":""""}","[{""type"":""TEXT"",""option"":""make""},{""type"":""TEXT"",""option"":""to make""},{""type"":""TEXT"",""option"":""makes""},{""type"":""TEXT"",""option"":""made""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""to make"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,30 Questions,1,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""In the following passage some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. After coffee had been served in different-sized cups and mugs, the chief rose (1) _____his place at the head of the table (2) _____a speech of welcome, (3) _____ Aziz translated. Scott made a short (4) _____, which was applauded even before Aziz had been given the (5) ______to interpret what he had said. Select the most appropriate option to fill in blank No.3."",""url"":""""}","[{""type"":""TEXT"",""option"":""whom""},{""type"":""TEXT"",""option"":""who""},{""type"":""TEXT"",""option"":""which""},{""type"":""TEXT"",""option"":""what""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""which"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,30 Questions,1,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""In the following passage some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. After coffee had been served in different-sized cups and mugs, the chief rose (1) _____his place at the head of the table (2) _____a speech of welcome, (3) _____ Aziz translated. Scott made a short (4) _____, which was applauded even before Aziz had been given the (5) ______to interpret what he had said. Select the most appropriate option to fill in blank No.4."",""url"":""""}","[{""type"":""TEXT"",""option"":""rejoin""},{""type"":""TEXT"",""option"":""reply""},{""type"":""TEXT"",""option"":""respond""},{""type"":""TEXT"",""option"":""retort""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""reply"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,30 Questions,1,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""In the following passage some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. After coffee had been served in different-sized cups and mugs, the chief rose (1) _____his place at the head of the table (2) _____a speech of welcome, (3) _____ Aziz translated. Scott made a short (4) _____, which was applauded even before Aziz had been given the (5) ______to interpret what he had said. Select the most appropriate option to fill in blank No.5."",""url"":""""}","[{""type"":""TEXT"",""option"":""probability""},{""type"":""TEXT"",""option"":""moment""},{""type"":""TEXT"",""option"":""chance""},{""type"":""TEXT"",""option"":""turning""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""chance"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,30 Questions,1,,,,,,,"{""explanation"":""By- identifying the agent performing an action"",""explanationImage"":"""",""question"":""In the following passage, some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. What every tourist must take back from Bhutan is pure honey, especially Putka, “Antibiotic” honey produced (1) _____ Melipona Bees (stingless bees) a breed found in protected areas (2) _____ 700 to 1,500 meters above sea level. Due (3) _____ their small size, they can get larger nutrients (4) _______ regular honeybees. It has a tangy/sour taste and can (5) ______ your sore throat in a matter of minutes. Select the most appropriate option to fill in blank No.1."",""url"":""""}","[{""type"":""TEXT"",""option"":""through""},{""type"":""TEXT"",""option"":""with""},{""type"":""TEXT"",""option"":""of""},{""type"":""TEXT"",""option"":""by""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""by"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,30 Questions,1,,,,,,,"{""explanation"":""Between- at, into, or across the space separating (two objects or regions)."",""explanationImage"":"""",""question"":""In the following passage, some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. What every tourist must take back from Bhutan is pure honey, especially Putka, “Antibiotic” honey produced (1) _____ Melipona Bees (stingless bees) a breed found in protected areas (2) _____ 700 to 1,500 meters above sea level. Due (3) _____ their small size, they can get larger nutrients (4) _______ regular honeybees. It has a tangy/sour taste and can (5) ______ your sore throat in a matter of minutes. Select the most appropriate option to fill in blank No.2."",""url"":""""}","[{""type"":""TEXT"",""option"":""between""},{""type"":""TEXT"",""option"":""after""},{""type"":""TEXT"",""option"":""midst""},{""type"":""TEXT"",""option"":""among""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""between"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,30 Questions,1,,,,,,,"{""explanation"":"" Due takes ‘to’ with it."",""explanationImage"":"""",""question"":""In the following passage, some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. What every tourist must take back from Bhutan is pure honey, especially Putka, “Antibiotic” honey produced (1) _____ Melipona Bees (stingless bees) a breed found in protected areas (2) _____ 700 to 1,500 meters above sea level. Due (3) _____ their small size, they can get larger nutrients (4) _______ regular honeybees. It has a tangy/sour taste and can (5) ______ your sore throat in a matter of minutes. Select the most appropriate option to fill in blank No.3."",""url"":""""}","[{""type"":""TEXT"",""option"":""to""},{""type"":""TEXT"",""option"":""for""},{""type"":""TEXT"",""option"":""of""},{""type"":""TEXT"",""option"":""at""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""to"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,30 Questions,1,,,,,,,"{""explanation"":""Than – to introduce the second element in a comparison."",""explanationImage"":"""",""question"":""In the following passage, some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. What every tourist must take back from Bhutan is pure honey, especially Putka, “Antibiotic” honey produced (1) _____ Melipona Bees (stingless bees) a breed found in protected areas (2) _____ 700 to 1,500 meters above sea level. Due (3) _____ their small size, they can get larger nutrients (4) _______ regular honeybees. It has a tangy/sour taste and can (5) ______ your sore throat in a matter of minutes. Select the most appropriate option to fill in blank No.4."",""url"":""""}","[{""type"":""TEXT"",""option"":""then""},{""type"":""TEXT"",""option"":""though""},{""type"":""TEXT"",""option"":""than""},{""type"":""TEXT"",""option"":""and""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""than"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,30 Questions,1,,,,,,,"{""explanation"":"" Soothe – to reduce pain or discomfort in (a part of the body)"",""explanationImage"":"""",""question"":""In the following passage, some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. What every tourist must take back from Bhutan is pure honey, especially Putka, “Antibiotic” honey produced (1) _____ Melipona Bees (stingless bees) a breed found in protected areas (2) _____ 700 to 1,500 meters above sea level. Due (3) _____ their small size, they can get larger nutrients (4) _______ regular honeybees. It has a tangy/sour taste and can (5) ______ your sore throat in a matter of minutes. Select the most appropriate option to fill in blank No.5."",""url"":""""}","[{""type"":""TEXT"",""option"":""soothe""},{""type"":""TEXT"",""option"":""pacify""},{""type"":""TEXT"",""option"":""appease""},{""type"":""TEXT"",""option"":""calm""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""soothe"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,30 Questions,1,,,,,,,"{""explanation"":"" Each other- used to refer to each member of a group when each does something to or for other members"",""explanationImage"":"""",""question"":""In the following passage, some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. Communication is a connection between people sharing information with (1) _________ other. It is important in everyday life, (2) _______ work and nearly any time you interact with others (3) _________. Communication issues don’t always happen (4) _________ of your English level. The truth is, you can know how to speak English (5) ________ knowing how to communicate in English. Select the most appropriate option to fill in blank number 1."",""url"":""""}","[{""type"":""TEXT"",""option"":""som""},{""type"":""TEXT"",""option"":""one""},{""type"":""TEXT"",""option"":""every""},{""type"":""TEXT"",""option"":""each""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""each"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,30 Questions,1,,,,,,,"{""explanation"":""At work -  engaged in work."",""explanationImage"":"""",""question"":""In the following passage, some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. Communication is a connection between people sharing information with (1) _________ other. It is important in everyday life, (2) _______ work and nearly any time you interact with others (3) _________. Communication issues don’t always happen (4) _________ of your English level. The truth is, you can know how to speak English (5) ________ knowing how to communicate in English. Select the most appropriate option to fill in blank number 2."",""url"":""""}","[{""type"":""TEXT"",""option"":""on""},{""type"":""TEXT"",""option"":""while""},{""type"":""TEXT"",""option"":""from""},{""type"":""TEXT"",""option"":""at""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""at"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,30 Questions,1,,,,,,,"{""explanation"":""Here we are talking about only people."",""explanationImage"":"""",""question"":""In the following passage, some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. Communication is a connection between people sharing information with (1) _________ other. It is important in everyday life, (2) _______ work and nearly any time you interact with others (3) _________. Communication issues don’t always happen (4) _________ of your English level. The truth is, you can know how to speak English (5) ________ knowing how to communicate in English. Select the most appropriate option to fill in blank number 3."",""url"":""""}","[{""type"":""TEXT"",""option"":""animals""},{""type"":""TEXT"",""option"":""creatures""},{""type"":""TEXT"",""option"":""people""},{""type"":""TEXT"",""option"":""ones""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""people"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,30 Questions,1,,,,,,,"{""explanation"":""Because – for the reason that."",""explanationImage"":"""",""question"":""In the following passage, some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. Communication is a connection between people sharing information with (1) _________ other. It is important in everyday life, (2) _______ work and nearly any time you interact with others (3) _________. Communication issues don’t always happen (4) _________ of your English level. The truth is, you can know how to speak English (5) ________ knowing how to communicate in English. Select the most appropriate option to fill in blank number 4."",""url"":""""}","[{""type"":""TEXT"",""option"":""about""},{""type"":""TEXT"",""option"":""beside""},{""type"":""TEXT"",""option"":""since""},{""type"":""TEXT"",""option"":""because""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""because"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,30 Questions,1,,,,,,,"{""explanation"":""Without – in the absence of."",""explanationImage"":"""",""question"":""In the following passage, some words have been deleted. Fill in the blanks with the help of the alternatives given. Select the most appropriate option for each blank. Communication is a connection between people sharing information with (1) _________ other. It is important in everyday life, (2) _______ work and nearly any time you interact with others (3) _________. Communication issues don’t always happen (4) _________ of your English level. The truth is, you can know how to speak English (5) ________ knowing how to communicate in English. Select the most appropriate option to fill in blank number 5."",""url"":""""}","[{""type"":""TEXT"",""option"":""without""},{""type"":""TEXT"",""option"":""minus""},{""type"":""TEXT"",""option"":""devoid""},{""type"":""TEXT"",""option"":""lacking""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""without"",""type"":""TEXT""}]}"
289,English Grammer,Vocabulary (Cloze Passages),L1,30 Questions,1,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. The mango tree was _______with fruit."",""url"":""""}","[{""type"":""TEXT"",""option"":""loaded""},{""type"":""TEXT"",""option"":""laden""},{""type"":""TEXT"",""option"":""heavy""},{""type"":""TEXT"",""option"":""full""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""laden"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,30 Questions,2,Verbs Quiz,,29-12-2023,INTERMEDIATE,All Users,02:00:00,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. Last year I  ________at Singapore for a week."",""url"":""""}","[{""type"":""TEXT"",""option"":""resided""},{""type"":""TEXT"",""option"":""lived""},{""type"":""TEXT"",""option"":""stayed""},{""type"":""TEXT"",""option"":""had resided""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""stayed"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,30 Questions,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. His political opponents have _____ his house on fire."",""url"":""""}","[{""type"":""TEXT"",""option"":""put""},{""type"":""TEXT"",""option"":""set""},{""type"":""TEXT"",""option"":""put off""},{""type"":""TEXT"",""option"":""set off""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""set"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,30 Questions,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. He must be______ for his strenuous work."",""url"":""""}","[{""type"":""TEXT"",""option"":""rewarded""},{""type"":""TEXT"",""option"":""regarded""},{""type"":""TEXT"",""option"":""awarded""},{""type"":""TEXT"",""option"":""eulogized""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""rewarded"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,30 Questions,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. Any important news about India is first _______ on BBC rather than on All India Radio."",""url"":""""}","[{""type"":""TEXT"",""option"":""telecasted""},{""type"":""TEXT"",""option"":""released""},{""type"":""TEXT"",""option"":""visualized""},{""type"":""TEXT"",""option"":""broadcast""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""broadcast"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,30 Questions,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. The river ___________ its banks."",""url"":""""}","[{""type"":""TEXT"",""option"":""has overflowed""},{""type"":""TEXT"",""option"":""has overflown""},{""type"":""TEXT"",""option"":""overflies""},{""type"":""TEXT"",""option"":""overflew""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""has overflowed"",""type"":""TEXT""}]}"
289,English Grammer,Verbs,L2,30 Questions,2,,,,,,,"{""explanation"":"""",""explanationImage"":"""",""question"":""Fill in the blanks with appropriate verbs. The Prime Minister _________to the U.S. next week."",""url"":""""}","[{""type"":""TEXT"",""option"":""is flown""},{""type"":""TEXT"",""option"":""fly""},{""type"":""TEXT"",""option"":""flied""},{""type"":""TEXT"",""option"":""will fly""}]",MULTIPLE_CHOICE,"{""options"":[{""option"":""will fly"",""type"":""TEXT""}]}"
